,Rooms,Type,Price,Method,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
3887,2,u,617500.0,S,11.8,1.0,1.0,94.0,91.0,54.0,Southern Metropolitan
3888,2,u,405000.0,VB,11.8,1.0,1.0,0.0,68.0,54.0,Southern Metropolitan
3889,6,h,1020000.0,PI,8.2,3.0,2.0,554.0,199.0,84.0,Western Metropolitan
3890,2,h,912500.0,S,8.2,1.0,1.0,444.0,98.0,84.0,Western Metropolitan
3891,4,h,710000.0,PI,8.2,1.0,1.0,255.0,131.0,104.0,Western Metropolitan
3892,4,h,837000.0,S,8.2,2.0,3.0,390.0,149.0,74.0,Western Metropolitan
3893,4,h,850000.0,S,8.2,2.0,2.0,497.0,179.0,44.0,Western Metropolitan
3894,6,u,520000.0,SP,8.2,2.0,1.0,0.0,171.0,54.0,Western Metropolitan
3895,3,u,347000.0,SP,8.2,1.0,1.0,0.0,56.0,59.0,Western Metropolitan
3896,2,h,438000.0,S,8.2,1.0,2.0,0.0,75.0,54.0,Western Metropolitan
3897,2,h,415000.0,S,8.2,1.0,1.0,80.0,64.0,44.0,Western Metropolitan
3898,3,h,723000.0,S,8.2,1.0,2.0,302.0,125.0,86.0,Western Metropolitan
3899,4,u,530000.0,SP,8.2,2.0,1.0,0.0,171.0,54.0,Western Metropolitan
3900,3,h,967000.0,S,8.2,1.0,2.0,347.0,113.0,99.0,Western Metropolitan
3901,3,h,840000.0,S,8.2,1.0,1.0,442.0,123.0,74.0,Western Metropolitan
3902,3,h,910000.0,S,8.2,1.0,1.0,412.0,162.0,44.0,Western Metropolitan
3903,3,h,820000.0,S,8.2,1.0,3.0,440.0,131.0,74.0,Western Metropolitan
3904,3,h,756000.0,S,8.2,1.0,1.0,353.0,360.0,99.0,Western Metropolitan
3905,3,t,620000.0,S,8.2,1.0,2.0,255.0,148.0,23.0,Western Metropolitan
3906,3,h,875000.0,SP,8.2,2.0,3.0,336.0,94.0,114.0,Western Metropolitan
3907,4,h,830000.0,S,8.2,1.0,2.0,426.0,144.0,94.0,Western Metropolitan
3908,2,u,545000.0,SP,8.2,1.0,1.0,154.0,2.0,19.0,Western Metropolitan
3909,3,h,913000.0,S,8.2,1.0,3.0,448.0,96.0,99.0,Western Metropolitan
3910,2,h,850000.0,S,8.2,1.0,2.0,462.0,101.0,64.0,Western Metropolitan
3911,2,h,770000.0,S,8.2,1.0,1.0,267.0,95.0,84.0,Western Metropolitan
3912,2,h,495000.0,S,8.2,1.0,2.0,161.0,700.0,47.0,Western Metropolitan
3913,3,h,1575000.0,S,8.2,1.0,4.0,1000.0,85.0,94.0,Western Metropolitan
3914,1,u,288000.0,SP,8.2,1.0,1.0,628.0,44.0,54.0,Western Metropolitan
3915,3,h,1151500.0,SP,8.2,1.0,2.0,536.0,113.0,99.0,Western Metropolitan
3916,3,h,860000.0,S,8.2,1.0,2.0,501.0,147.0,64.0,Western Metropolitan
3917,3,h,805000.0,S,8.2,1.0,3.0,372.0,96.0,104.0,Western Metropolitan
3918,2,h,450000.0,S,8.2,1.0,1.0,0.0,90.0,44.0,Western Metropolitan
3919,2,u,420000.0,VB,8.2,1.0,1.0,781.0,82.0,11.0,Western Metropolitan
3920,3,h,878000.0,S,8.2,1.0,1.0,397.0,127.0,64.0,Western Metropolitan
3921,2,h,765000.0,SA,13.9,1.0,2.0,672.0,111.0,66.0,Western Metropolitan
3922,3,h,730000.0,S,13.9,2.0,3.0,628.0,140.0,64.0,Western Metropolitan
3923,2,h,730000.0,S,13.9,1.0,0.0,697.0,94.0,54.0,Western Metropolitan
3924,3,h,593000.0,SP,13.9,2.0,2.0,605.0,102.0,59.0,Western Metropolitan
3925,4,h,816000.0,S,13.9,1.0,2.0,837.0,156.0,94.0,Western Metropolitan
3926,2,h,600000.0,SP,13.9,1.0,1.0,534.0,90.0,74.0,Western Metropolitan
3927,3,h,600000.0,VB,13.9,1.0,1.0,697.0,110.0,96.0,Western Metropolitan
3928,1,u,185000.0,S,13.9,1.0,1.0,2347.0,43.0,49.0,Western Metropolitan
3929,2,t,319000.0,SP,13.9,1.0,1.0,0.0,78.0,54.0,Western Metropolitan
3930,3,u,560000.0,S,13.9,2.0,7.0,420.0,150.0,54.0,Western Metropolitan
3931,3,h,840000.0,S,13.9,1.0,0.0,697.0,153.0,104.0,Western Metropolitan
3932,2,h,507000.0,SP,10.9,1.0,2.0,191.0,87.0,10.0,Western Metropolitan
3933,3,h,1160000.0,S,10.4,1.0,2.0,553.0,137.0,94.0,Southern Metropolitan
3934,3,h,1330000.0,S,10.4,2.0,1.0,295.0,176.0,94.0,Southern Metropolitan
3935,2,t,636500.0,S,10.4,1.0,1.0,0.0,68.0,54.0,Southern Metropolitan
3936,5,h,2575000.0,S,10.4,3.0,2.0,688.0,347.0,114.0,Southern Metropolitan
3937,2,t,710000.0,S,10.4,1.0,1.0,0.0,78.0,54.0,Southern Metropolitan
3938,2,u,640000.0,S,10.4,1.0,1.0,1784.0,110.0,54.0,Southern Metropolitan
3939,2,h,305000.0,PI,14.0,1.0,1.0,0.0,80.0,64.0,Southern Metropolitan
3940,2,u,400000.0,PI,14.0,1.0,1.0,0.0,87.0,20.0,Southern Metropolitan
3941,3,h,880000.0,PI,14.0,1.0,1.0,670.0,118.0,99.0,Southern Metropolitan
3942,3,h,1045000.0,S,14.0,1.0,2.0,602.0,107.0,74.0,Southern Metropolitan
3943,3,u,690000.0,S,14.0,1.0,2.0,340.0,103.0,94.0,Southern Metropolitan
3944,3,h,1050000.0,SP,14.0,2.0,2.0,544.0,146.0,54.0,Southern Metropolitan
3945,3,h,865000.0,SP,14.0,1.0,2.0,691.0,140.0,74.0,Southern Metropolitan
3946,3,h,1033000.0,S,14.0,1.0,2.0,548.0,115.0,49.0,Southern Metropolitan
3947,2,h,750000.0,PI,14.0,2.0,2.0,607.0,138.0,74.0,Southern Metropolitan
3948,3,h,1025000.0,S,14.0,1.0,2.0,543.0,139.0,84.0,Southern Metropolitan
3949,3,u,633500.0,S,14.0,2.0,2.0,279.0,95.0,94.0,Southern Metropolitan
3950,4,h,1180000.0,S,14.0,1.0,2.0,604.0,183.0,59.0,Southern Metropolitan
3951,3,h,1225000.0,S,14.0,1.0,2.0,528.0,112.0,94.0,Southern Metropolitan
3952,5,h,1600000.0,PI,14.0,3.0,2.0,695.0,305.0,9.0,Southern Metropolitan
3953,2,t,755000.0,S,7.4,2.0,1.0,66.0,111.0,19.0,Southern Metropolitan
3954,2,u,520000.0,S,7.4,1.0,1.0,0.0,74.0,53.0,Southern Metropolitan
3955,2,h,1000000.0,S,2.5,1.0,2.0,176.0,114.0,104.0,Northern Metropolitan
3956,1,u,425000.0,PI,2.5,1.0,1.0,0.0,52.0,17.0,Northern Metropolitan
3957,3,h,1280000.0,S,2.5,2.0,2.0,324.0,165.0,144.0,Northern Metropolitan
3958,3,h,1475000.0,PI,2.5,2.0,2.0,324.0,165.0,144.0,Northern Metropolitan
3959,2,h,1015000.0,S,2.5,1.0,1.0,131.0,80.0,134.0,Northern Metropolitan
3960,2,h,930000.0,S,2.5,1.0,1.0,125.0,68.0,124.0,Northern Metropolitan
3961,3,h,1900000.0,VB,2.5,2.0,2.0,263.0,166.0,8.0,Northern Metropolitan
3962,2,u,662500.0,S,2.5,1.0,1.0,0.0,75.0,9.0,Northern Metropolitan
3963,2,t,1010000.0,S,2.5,1.0,1.0,151.0,151.0,26.0,Northern Metropolitan
3964,3,h,1300000.0,S,2.5,1.0,1.0,326.0,100.0,134.0,Northern Metropolitan
3965,3,h,1300000.0,S,2.5,2.0,2.0,138.0,108.0,23.0,Northern Metropolitan
3966,4,h,930000.0,S,9.1,1.0,3.0,669.0,143.0,74.0,Western Metropolitan
3967,2,t,650000.0,SP,9.1,2.0,1.0,151.0,102.0,13.0,Western Metropolitan
3968,3,h,985000.0,S,9.1,1.0,5.0,669.0,124.0,74.0,Western Metropolitan
3969,4,t,915000.0,SP,9.1,3.0,1.0,662.0,265.0,8.0,Western Metropolitan
3970,3,u,508000.0,S,9.1,1.0,2.0,144.0,92.0,44.0,Western Metropolitan
3971,2,h,420000.0,SP,9.1,1.0,1.0,78.0,130.0,44.0,Western Metropolitan
3972,2,u,506000.0,S,9.1,1.0,1.0,126.0,83.0,49.0,Western Metropolitan
3973,2,u,380000.0,VB,9.1,1.0,1.0,78.0,62.0,64.0,Western Metropolitan
3974,2,t,611000.0,SP,9.1,1.0,1.0,228.0,100.0,24.0,Western Metropolitan
3975,4,h,1260000.0,S,12.5,2.0,2.0,697.0,277.0,12.0,Western Metropolitan
3976,4,h,931999.0,S,12.5,3.0,2.0,528.0,192.0,58.0,Western Metropolitan
3977,3,h,1257000.0,S,5.3,2.0,1.0,337.0,153.0,94.0,Western Metropolitan
3978,4,h,1562000.0,SP,5.3,2.0,1.0,621.0,192.0,124.0,Western Metropolitan
3979,4,h,1740000.0,VB,5.3,3.0,2.0,650.0,242.0,99.0,Western Metropolitan
3980,2,u,315000.0,SP,5.3,1.0,1.0,0.0,51.0,12.0,Western Metropolitan
3981,5,h,1335000.0,S,9.3,2.0,1.0,521.0,208.0,109.0,Southern Metropolitan
3982,5,h,1415000.0,S,12.7,3.0,6.0,705.0,313.0,19.0,Western Metropolitan
3983,3,h,720000.0,S,14.5,1.0,1.0,696.0,132.0,49.0,Western Metropolitan
3984,2,t,380000.0,S,14.5,1.0,1.0,161.0,100.0,14.0,Western Metropolitan
3985,3,u,501000.0,S,14.5,1.0,1.0,255.0,132.0,33.0,Western Metropolitan
3986,3,h,722000.0,SP,14.5,1.0,1.0,695.0,141.0,54.0,Western Metropolitan
3987,4,t,746000.0,S,14.5,3.0,1.0,308.0,174.0,54.0,Western Metropolitan
3988,3,u,455000.0,S,14.5,1.0,1.0,166.0,136.0,25.0,Western Metropolitan
3989,4,t,600000.0,S,14.5,2.0,1.0,231.0,146.0,11.0,Western Metropolitan
3990,3,h,575000.0,S,14.5,1.0,1.0,338.0,107.0,64.0,Western Metropolitan
3991,3,h,566000.0,S,14.5,2.0,2.0,554.0,129.0,44.0,Western Metropolitan
3992,3,h,1250000.0,PI,9.8,2.0,2.0,236.0,193.0,20.0,Southern Metropolitan
3993,2,u,393000.0,SP,9.8,1.0,1.0,0.0,65.0,54.0,Southern Metropolitan
3994,2,u,595000.0,S,9.8,1.0,1.0,0.0,75.0,64.0,Southern Metropolitan
3995,4,h,2200000.0,S,9.8,3.0,3.0,474.0,230.0,14.0,Southern Metropolitan
3996,4,h,1908000.0,S,3.7,2.0,1.0,256.0,156.0,134.0,Northern Metropolitan
3997,3,h,1300000.0,S,9.1,3.0,2.0,240.0,240.0,11.0,Western Metropolitan
3998,2,h,470000.0,S,9.1,1.0,1.0,70.0,72.3,44.0,Western Metropolitan
3999,4,h,1740000.0,PI,9.1,2.0,2.0,746.0,161.0,74.0,Western Metropolitan
4000,3,h,1700000.0,VB,3.3,1.0,1.0,178.0,116.0,114.0,Southern Metropolitan
4001,1,u,1100000.0,PI,3.3,1.0,1.0,0.0,64.0,136.0,Southern Metropolitan
4002,3,h,2150000.0,S,3.3,1.0,1.0,163.0,85.0,134.0,Southern Metropolitan
4003,2,h,1190000.0,S,3.3,1.0,0.0,111.0,70.0,109.0,Southern Metropolitan
4004,3,h,916000.0,SP,11.1,1.0,2.0,606.0,109.0,54.0,Western Metropolitan
4005,3,h,910000.0,S,11.1,1.0,3.0,535.0,132.0,54.0,Western Metropolitan
4006,2,u,480000.0,VB,6.3,1.0,1.0,0.0,66.23,64.0,Southern Metropolitan
4007,2,u,852000.0,S,6.3,1.0,1.0,869.0,74.0,44.0,Southern Metropolitan
4008,1,u,405000.0,S,6.3,1.0,0.0,0.0,48.0,58.0,Southern Metropolitan
4009,5,h,2100000.0,S,5.9,3.0,3.0,468.0,274.0,99.0,Western Metropolitan
4010,3,h,1435000.0,S,5.9,1.0,1.0,450.0,155.0,104.0,Western Metropolitan
4011,2,h,1020000.0,PI,5.9,1.0,1.0,226.0,98.0,104.0,Western Metropolitan
4012,6,h,2250000.0,PI,5.9,3.0,2.0,1012.0,435.0,137.0,Western Metropolitan
4013,4,t,900000.0,SP,5.9,3.0,2.0,0.0,159.0,13.0,Western Metropolitan
4014,2,h,1495000.0,S,12.2,1.0,2.0,803.0,95.0,74.0,Southern Metropolitan
4015,2,u,822000.0,S,12.2,1.0,1.0,78.0,59.0,54.0,Southern Metropolitan
4016,3,u,890000.0,S,12.2,2.0,2.0,235.0,130.0,18.0,Southern Metropolitan
4017,3,u,765000.0,S,10.5,2.0,1.0,292.0,150.0,16.0,Western Metropolitan
4018,4,h,1300000.0,SP,10.5,3.0,2.0,656.0,322.0,34.0,Western Metropolitan
4019,3,h,760000.0,SP,10.5,1.0,1.0,585.0,99.0,64.0,Western Metropolitan
4020,2,h,1900000.0,S,9.2,1.0,2.0,667.0,130.0,69.0,Southern Metropolitan
4021,3,u,700000.0,S,9.2,1.0,1.0,350.0,120.0,74.0,Southern Metropolitan
4022,4,h,1890000.0,S,9.2,3.0,2.0,636.0,227.0,64.0,Southern Metropolitan
4023,4,h,1725000.0,PI,9.2,3.0,2.0,627.0,213.0,54.0,Southern Metropolitan
4024,3,h,894000.0,S,9.5,2.0,3.0,601.0,101.51,74.0,Eastern Metropolitan
4025,3,t,1375000.0,S,13.0,3.0,2.0,338.0,194.0,12.0,Southern Metropolitan
4026,2,u,725000.0,S,13.0,1.0,1.0,0.0,115.0,18.0,Southern Metropolitan
4027,4,h,1515000.0,S,13.9,3.0,2.0,635.0,200.0,74.0,Southern Metropolitan
4028,3,h,986000.0,S,13.9,1.0,3.0,337.0,100.0,74.0,Southern Metropolitan
4029,3,t,1225000.0,S,13.9,2.0,2.0,372.0,180.0,16.0,Southern Metropolitan
4030,3,h,810000.0,PI,13.9,1.0,1.0,294.0,105.0,74.0,Southern Metropolitan
4031,2,u,535000.0,SP,13.9,1.0,1.0,1026.0,68.11,54.0,Southern Metropolitan
4032,4,h,1292000.0,S,13.9,1.0,2.0,587.0,161.0,74.0,Southern Metropolitan
4033,3,h,959000.0,S,13.9,2.0,2.0,557.0,119.0,64.0,Southern Metropolitan
4034,2,u,780000.0,S,13.1,1.0,1.0,171.0,80.0,10.0,Eastern Metropolitan
4035,3,h,1760000.0,S,13.1,1.0,2.0,689.0,152.0,104.0,Eastern Metropolitan
4036,3,h,2080000.0,S,13.1,2.0,2.0,693.0,158.0,99.0,Eastern Metropolitan
4037,2,h,610000.0,S,10.8,1.0,2.0,555.0,74.0,74.0,Western Metropolitan
4038,2,h,760000.0,S,10.8,1.0,1.0,604.0,82.0,74.0,Western Metropolitan
4039,3,t,441700.0,SP,10.8,2.0,1.0,145.0,107.0,21.0,Western Metropolitan
4040,4,h,1000000.0,S,10.8,3.0,2.0,475.0,319.0,22.0,Western Metropolitan
4041,3,h,2575000.0,S,11.2,2.0,2.0,517.0,195.0,104.0,Southern Metropolitan
4042,4,t,2900000.0,VB,11.2,4.0,2.0,473.0,292.0,11.0,Southern Metropolitan
4043,3,h,2225000.0,PI,11.2,2.0,2.0,0.0,167.0,44.0,Southern Metropolitan
4044,2,t,975000.0,PI,11.2,1.0,1.0,444.0,182.0,109.0,Southern Metropolitan
4045,4,h,4225000.0,S,11.2,2.0,2.0,920.0,333.0,34.0,Southern Metropolitan
4046,3,t,2100000.0,S,11.2,2.0,4.0,0.0,145.0,54.0,Southern Metropolitan
4047,2,u,520000.0,PI,11.2,1.0,1.0,1647.0,73.0,20.0,Southern Metropolitan
4048,4,h,2000000.0,VB,11.2,2.0,2.0,286.0,283.0,25.0,Southern Metropolitan
4049,3,t,1990000.0,S,11.2,2.0,2.0,0.0,189.0,89.0,Southern Metropolitan
4050,3,h,3025000.0,PI,11.2,2.0,4.0,649.0,195.0,57.0,Southern Metropolitan
4051,3,u,1221000.0,S,11.2,2.0,2.0,0.0,109.0,49.0,Southern Metropolitan
4052,5,h,2140000.0,S,10.7,2.0,2.0,780.0,206.0,74.0,Southern Metropolitan
4053,3,h,1635000.0,S,10.7,1.0,1.0,597.0,131.0,99.0,Southern Metropolitan
4054,4,t,1700000.0,PI,10.7,3.0,2.0,312.0,118.0,74.0,Southern Metropolitan
4055,5,h,1900000.0,PI,10.7,3.0,2.0,583.0,271.0,15.0,Southern Metropolitan
4056,3,t,972000.0,S,10.7,2.0,1.0,119.0,160.0,24.0,Southern Metropolitan
4057,3,h,1652000.0,S,5.2,1.0,2.0,506.0,196.8,103.0,Northern Metropolitan
4058,2,u,735000.0,SP,5.2,1.0,2.0,173.0,77.0,54.0,Northern Metropolitan
4059,3,h,1210000.0,S,5.2,1.0,0.0,282.0,112.0,124.0,Northern Metropolitan
4060,1,u,528000.0,S,5.2,1.0,1.0,0.0,58.0,14.0,Northern Metropolitan
4061,3,h,1115000.0,S,5.2,1.0,1.0,249.0,116.0,99.0,Northern Metropolitan
4062,2,u,320000.0,S,5.2,1.0,1.0,638.0,48.0,54.0,Northern Metropolitan
4063,3,h,1260000.0,S,5.2,2.0,1.0,192.0,120.0,114.0,Northern Metropolitan
4064,4,h,1210000.0,SP,5.2,2.0,1.0,373.0,200.0,15.0,Northern Metropolitan
4065,4,h,1385000.0,PI,5.2,2.0,4.0,650.0,173.45,74.0,Northern Metropolitan
4066,3,t,981000.0,SP,5.2,2.0,1.0,122.0,140.0,12.0,Northern Metropolitan
4067,1,u,418000.0,SP,5.2,1.0,1.0,0.0,51.0,54.0,Northern Metropolitan
4068,2,u,585000.0,PI,5.2,1.0,1.0,430.0,258.0,18.0,Northern Metropolitan
4069,4,h,1900000.0,VB,5.2,3.0,2.0,0.0,212.0,12.0,Northern Metropolitan
4070,2,h,884000.0,SP,5.2,1.0,0.0,148.0,75.0,134.0,Northern Metropolitan
4071,2,u,480000.0,VB,5.2,1.0,1.0,557.0,57.0,64.0,Northern Metropolitan
4072,4,h,1310000.0,S,4.5,1.0,2.0,449.0,159.0,94.0,Northern Metropolitan
4073,2,h,1283000.0,S,4.5,1.0,1.0,263.0,109.0,114.0,Northern Metropolitan
4074,2,h,1015000.0,S,4.5,1.0,0.0,137.0,67.0,134.0,Northern Metropolitan
4075,2,u,435000.0,SP,4.5,1.0,1.0,0.0,70.0,13.0,Northern Metropolitan
4076,2,u,835000.0,SP,4.5,1.0,2.0,0.0,96.0,19.0,Northern Metropolitan
4077,3,h,1500000.0,S,4.5,1.0,3.0,446.0,125.0,84.0,Northern Metropolitan
4078,2,u,407500.0,SP,5.9,1.0,1.0,1097.0,67.0,54.0,Northern Metropolitan
4079,2,h,825000.0,PI,5.9,1.0,0.0,207.0,77.0,74.0,Northern Metropolitan
4080,3,h,645000.0,SP,5.9,3.0,1.0,131.0,109.0,16.0,Northern Metropolitan
4081,3,h,1220000.0,S,5.9,1.0,1.0,335.0,113.0,84.0,Northern Metropolitan
4082,3,h,1100000.0,VB,5.9,2.0,1.0,169.0,139.0,124.0,Northern Metropolitan
4083,3,t,670000.0,PI,5.9,1.0,2.0,109.0,104.0,14.0,Northern Metropolitan
4084,2,u,640000.0,S,5.9,1.0,1.0,559.0,57.0,54.0,Northern Metropolitan
4085,2,h,545000.0,VB,5.9,1.0,1.0,0.0,59.0,54.0,Northern Metropolitan
4086,4,h,1205000.0,S,5.9,2.0,2.0,518.0,160.0,44.0,Northern Metropolitan
4087,3,u,860000.0,S,11.8,1.0,1.0,0.0,110.0,25.0,Eastern Metropolitan
4088,2,t,599900.0,S,11.8,1.0,2.0,135.0,76.0,54.0,Eastern Metropolitan
4089,4,t,910000.0,SP,11.8,2.0,2.0,190.0,133.0,24.0,Eastern Metropolitan
4090,3,h,1100000.0,S,11.8,2.0,3.0,709.0,143.0,54.0,Eastern Metropolitan
4091,5,h,1730000.0,S,11.8,4.0,4.0,564.0,185.0,69.0,Eastern Metropolitan
4092,6,h,1591000.0,S,11.7,2.0,2.0,665.0,209.0,74.0,Southern Metropolitan
4093,3,t,975000.0,VB,11.7,2.0,2.0,267.0,150.0,12.0,Southern Metropolitan
4094,2,h,1815000.0,S,11.7,1.0,1.0,698.0,196.0,64.0,Southern Metropolitan
4095,3,h,1590000.0,SP,11.7,2.0,4.0,862.0,179.3,74.0,Southern Metropolitan
4096,4,h,1601000.0,S,11.7,2.0,1.0,863.0,165.0,84.0,Southern Metropolitan
4097,5,h,1225000.0,S,11.7,1.0,2.0,633.0,182.0,64.0,Southern Metropolitan
4098,3,h,1930000.0,S,7.8,1.0,2.0,643.0,116.0,104.0,Southern Metropolitan
4099,4,h,2216000.0,S,7.8,2.0,0.0,670.0,176.0,94.0,Southern Metropolitan
4100,4,h,2110000.0,S,7.8,1.0,3.0,572.0,150.0,114.0,Southern Metropolitan
4101,2,h,1900000.0,S,7.8,1.0,3.0,633.0,134.3,64.0,Southern Metropolitan
4102,3,h,1620000.0,S,7.8,2.0,2.0,575.0,155.0,24.0,Southern Metropolitan
4103,4,h,3550000.0,S,7.8,2.0,1.0,790.0,251.0,134.0,Southern Metropolitan
4104,3,h,1905000.0,S,7.8,1.0,2.0,400.0,145.0,134.0,Southern Metropolitan
4105,4,h,2990000.0,S,7.8,2.0,2.0,742.0,280.0,27.0,Southern Metropolitan
4106,3,u,835000.0,S,7.8,1.0,1.0,112.0,85.0,64.0,Southern Metropolitan
4107,5,h,8000000.0,VB,9.0,5.0,4.0,2079.0,464.3,144.0,Southern Metropolitan
4108,4,h,3450000.0,S,3.2,2.0,1.0,515.0,203.0,119.0,Northern Metropolitan
4109,2,u,635000.0,S,11.4,1.0,1.0,0.0,73.0,44.0,Southern Metropolitan
4110,1,u,305000.0,S,11.4,1.0,1.0,0.0,46.0,64.0,Southern Metropolitan
4111,3,h,1200000.0,PI,11.4,2.0,2.0,515.0,156.0,94.0,Southern Metropolitan
4112,3,u,945000.0,S,11.4,1.0,2.0,1103.0,100.0,37.0,Southern Metropolitan
4113,4,h,1667000.0,S,11.4,2.0,2.0,615.0,193.0,104.0,Southern Metropolitan
4114,1,u,330000.0,S,11.4,1.0,1.0,0.0,46.0,64.0,Southern Metropolitan
4115,3,u,577000.0,S,11.4,1.0,1.0,0.0,84.0,59.0,Southern Metropolitan
4116,1,u,305000.0,SP,8.1,1.0,1.0,750.0,43.0,59.0,Southern Metropolitan
4117,2,u,742500.0,S,8.1,2.0,1.0,0.0,85.0,13.0,Southern Metropolitan
4118,2,u,630000.0,S,9.3,1.0,1.0,0.0,71.0,21.0,Southern Metropolitan
4119,3,h,1350000.0,S,9.3,2.0,1.0,305.0,129.0,99.0,Southern Metropolitan
4120,2,u,490000.0,S,9.3,1.0,1.0,0.0,61.0,64.0,Southern Metropolitan
4121,3,u,701000.0,PI,13.6,2.0,2.0,235.0,112.0,24.0,Southern Metropolitan
4122,3,t,905000.0,S,13.6,1.0,2.0,418.0,132.0,69.0,Southern Metropolitan
4123,3,u,988000.0,SA,13.6,2.0,2.0,286.0,124.0,16.0,Southern Metropolitan
4124,3,t,820000.0,VB,13.6,2.0,2.0,213.0,115.0,12.0,Southern Metropolitan
4125,3,h,1500000.0,S,3.4,1.0,1.0,230.0,127.0,124.0,Northern Metropolitan
4126,2,u,641000.0,S,3.4,1.0,1.0,72.0,90.0,44.0,Northern Metropolitan
4127,2,h,1250000.0,S,3.4,1.0,0.0,158.0,95.0,134.0,Northern Metropolitan
4128,3,h,1652500.0,S,3.4,1.0,0.0,276.0,170.0,120.0,Northern Metropolitan
4129,1,u,465000.0,S,3.4,1.0,1.0,0.0,45.0,54.0,Northern Metropolitan
4130,2,u,495000.0,S,7.8,1.0,0.0,388.0,69.0,64.0,Northern Metropolitan
4131,2,h,930000.0,S,7.8,1.0,0.0,275.0,106.2,104.0,Northern Metropolitan
4132,2,t,781000.0,S,7.8,1.0,1.0,0.0,112.9,10.0,Northern Metropolitan
4133,2,h,677776.0,SP,7.8,1.0,2.0,0.0,64.0,44.0,Northern Metropolitan
4134,4,t,680000.0,S,7.8,2.0,1.0,3747.0,143.0,18.0,Northern Metropolitan
4135,3,t,824000.0,S,7.8,1.0,2.0,120.0,113.76,34.0,Northern Metropolitan
4136,4,h,1500000.0,VB,7.8,2.0,1.0,453.0,187.0,114.0,Northern Metropolitan
4137,4,h,1005000.0,S,7.8,2.0,1.0,172.0,135.0,124.0,Northern Metropolitan
4138,4,h,901000.0,SP,7.8,2.0,1.0,398.0,123.0,74.0,Northern Metropolitan
4139,3,h,990000.0,S,7.8,1.0,3.0,414.0,153.1,94.0,Northern Metropolitan
4140,6,h,1455000.0,S,7.8,3.0,4.0,768.0,285.0,27.0,Northern Metropolitan
4141,3,h,1250000.0,S,7.8,2.0,2.0,500.0,148.0,124.0,Northern Metropolitan
4142,5,h,1790000.0,S,7.8,3.0,2.0,635.0,108.0,104.0,Northern Metropolitan
4143,2,u,650000.0,S,7.8,1.0,1.0,136.0,81.0,49.0,Northern Metropolitan
4144,3,t,720000.0,PI,7.8,2.0,2.0,531.0,112.0,8.0,Northern Metropolitan
4145,3,t,720000.0,PI,7.8,2.0,2.0,531.0,112.0,8.0,Northern Metropolitan
4146,2,u,535000.0,S,1.6,1.0,1.0,0.0,63.0,54.0,Northern Metropolitan
4147,2,t,945000.0,S,1.6,1.0,1.0,15900.0,98.0,144.0,Northern Metropolitan
4148,2,h,888000.0,S,1.6,1.0,0.0,112.0,100.0,124.0,Northern Metropolitan
4149,3,u,1000000.0,SP,1.6,2.0,2.0,0.0,148.0,19.0,Northern Metropolitan
4150,3,h,1350000.0,S,2.5,1.0,1.0,117.0,147.0,124.0,Northern Metropolitan
4151,4,h,1300000.0,PI,13.9,2.0,2.0,872.0,185.0,54.0,Eastern Metropolitan
4152,4,h,1400000.0,PI,13.9,2.0,2.0,664.0,150.0,44.0,Eastern Metropolitan
4153,4,h,1100000.0,PI,13.9,3.0,2.0,661.0,170.0,59.0,Eastern Metropolitan
4154,3,h,1355000.0,S,13.9,1.0,1.0,814.0,120.0,59.0,Eastern Metropolitan
4155,5,h,1652000.0,S,8.0,2.0,1.0,697.0,196.0,104.0,Western Metropolitan
4156,3,h,1131000.0,S,8.0,1.0,1.0,387.0,135.0,124.0,Western Metropolitan
4157,1,u,310000.0,SP,8.0,1.0,1.0,845.0,45.0,47.0,Western Metropolitan
4158,3,u,700000.0,S,8.0,1.0,1.0,227.0,120.0,19.0,Western Metropolitan
4159,2,u,610000.0,PI,8.0,1.0,1.0,0.0,75.0,12.0,Western Metropolitan
4160,3,h,960000.0,PI,8.0,2.0,1.0,411.0,159.0,34.0,Western Metropolitan
4161,1,u,426500.0,S,8.0,1.0,1.0,62.0,53.0,64.0,Western Metropolitan
4162,2,u,676000.0,S,5.8,1.0,1.0,0.0,87.0,22.0,Northern Metropolitan
4163,3,h,1500000.0,PI,5.8,1.0,2.0,574.0,150.0,99.0,Northern Metropolitan
4164,3,h,660000.0,S,12.4,1.0,2.0,585.0,88.0,64.0,Northern Metropolitan
4165,3,h,741000.0,S,12.4,1.0,3.0,578.0,128.0,64.0,Northern Metropolitan
4166,3,u,532000.0,S,12.4,2.0,1.0,207.0,205.0,17.0,Northern Metropolitan
4167,3,h,1000000.0,PI,12.4,1.0,2.0,1069.0,120.0,64.0,Northern Metropolitan
4168,2,u,328000.0,SP,12.4,1.0,1.0,0.0,67.0,54.0,Northern Metropolitan
4169,3,t,543500.0,S,12.4,3.0,3.0,247.0,103.0,13.0,Northern Metropolitan
4170,1,u,330000.0,S,3.5,1.0,1.0,0.0,32.0,54.0,Northern Metropolitan
4171,2,h,846000.0,S,3.5,1.0,0.0,160.0,119.0,144.0,Northern Metropolitan
4172,2,h,1055000.0,S,3.5,1.0,0.0,192.0,85.2,114.0,Northern Metropolitan
4173,3,h,1250000.0,S,4.4,2.0,2.0,226.0,140.0,22.0,Northern Metropolitan
